Target,Text,Score,Dimension,Annotator_ID
Religious people,RT @user: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  #freethinker,-3,Trust,Annotator_80
Women,@user @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts,-2,Trust,Annotator_80
Religious people,I am against religion because it teaches us to be satisfied with not understanding the world. - @user,-2,Trust,Annotator_80
Environmentalists,"Today Europe is breaking heat records, while Asia is breaking the lowest temperature records!! Should we not be concerned?!",0,Trust,Annotator_80
Hillary Clinton,I'm really excited for 2016 after finding out the amount @HillaryClinton raised. We got this.,2,Trust,Annotator_80
Donald Trump,@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,-2,Trust,Annotator_80
Women,"@user Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man",0,Trust,Annotator_80
Hillary Clinton,Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.,3,Trust,Annotator_80
Hillary Clinton,"Hey!!! If anyone wants to help with the Hillary camp at Charlotte pride, let me know!!! #nc #pride #lgbt",2,Trust,Annotator_80
Hillary Clinton,Do you know what would REALLY PISS .@HillaryClinton OFF?  .@user .@user runs against her. LMAO!   #WakeUpAmerica No longer is,-3,Trust,Annotator_80
Religious people,@user @user Is that mostly because of cancer ? \nHard times are just that hard . Did someone lead you to believe God would fix it ? I am sorry someone mislead you . God knows you don't have the stomach for religion . It's okay . He can handle it . U don't have to believe it . He will do faith for you .,1,Trust,Annotator_80
Hillary Clinton,.@user @user Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,-2,Trust,Annotator_80
Women,When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist,-3,Trust,Annotator_80
Donald Trump,Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human!,-3,Trust,Annotator_80
Women,"@user @user The most fundamental right of them all, the right to life, is also a right of the unborn.",-2,Trust,Annotator_80
Hillary Clinton,"#HillaryClinton might want to book smaller venues for her rallies, if not many empty seats will be seen on TV, that's bad lol",-2,Trust,Annotator_80
Donald Trump,"Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self.",-3,Trust,Annotator_80
Women,"As good a time as any to say: when too many men are adjudicating on women's reproductive systems, the results are never good #Rape",3,Trust,Annotator_80
Hillary Clinton,Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face,-3,Trust,Annotator_80
Women,Anti-choice laws are entirely men controlling women,3,Trust,Annotator_80
Hillary Clinton,"HillaryClinton Next up for legalization: Your pet goat, or your #pedophile neighbor 'dating' the 9 year old next door..",-3,Trust,Annotator_80
Donald Trump,Trumps going to off the deep end when he sees this .,-1,Trust,Annotator_80
Barack Obama,I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,-3,Trust,Annotator_80
Hillary Clinton,"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,",0,Trust,Annotator_80
Hillary Clinton,"@user ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016",-3,Trust,Annotator_80
Donald Trump,@realDonaldTrump it's crazy how cowardly these big corporations are. I swear I'm campaigning for you !!!!!,3,Trust,Annotator_80
Nonreligious people,"I see more and more people each day question God's work and why he does things. If you believe, you shouldn't have any questions.",-2,Trust,Annotator_80
Hillary Clinton,Can't wait to get my #YaaasHillary shirt!  @HillaryClinton,3,Trust,Annotator_80
Hillary Clinton,@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view?,-3,Trust,Annotator_80
Women,@user women being independent and making their own CHOICES,3,Trust,Annotator_80
Nonreligious people,"For no one can lay any foundation other than the one that has been laid, that foundation is #Christ.",-3,Trust,Annotator_80
Women,Women ARE capable of making decisions,2,Trust,Annotator_80
Women,@user @user The unborn also have rights #defendthe8th,-3,Trust,Annotator_80
Donald Trump,@user @JimCarrey Trump is a liar .,-3,Trust,Annotator_80
Donald Trump,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,-3,Trust,Annotator_80
Donald Trump,Sounds like that Trump guy is in big doodoo . But that's just my opinion .,-2,Trust,Annotator_80
Hillary Clinton,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,2,Trust,Annotator_80
Hillary Clinton,"Yes, do tell US, name one of her accomplishments",-2,Trust,Annotator_80
Hillary Clinton,RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,-2,Trust,Annotator_80
Women,Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48,3,Trust,Annotator_80
Hillary Clinton,@OutnumberedFNC: Hillary chooses Brianna Keilar for her first interview. What can we expect? Disgusting slobbering over her.,-3,Trust,Annotator_80
Hillary Clinton,@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain,-3,Trust,Annotator_80
Hillary Clinton,@user Do we really want to know what's under those pantsuits? Besides the black heart of evil.,-3,Trust,Annotator_80
Religious people,Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,-3,Trust,Annotator_80
Barack Obama,"After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way!",-3,Trust,Annotator_80
Hillary Clinton,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016",1,Trust,Annotator_80
Donald Trump,@user @user @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!,3,Trust,Annotator_80
Donald Trump,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.",1,Trust,Annotator_80
Donald Trump,After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,3,Trust,Annotator_80
Hillary Clinton,"@user won't happen again. Hillary's coattails will help all democrats. Take back senate, Keep WH! Make history again!",2,Trust,Annotator_80
Hillary Clinton,@user because clearly @HillaryClinton is a champion for us all.,3,Trust,Annotator_80
Hillary Clinton,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",3,Trust,Annotator_80
Hillary Clinton,@AC360 asked @realDonaldTrump the tough questions.  Too bad @CNN didn't ask @HillaryClinton the tough questions.,-2,Trust,Annotator_80
Hillary Clinton,"@TheView I think our country is ready for a female pres, it can't ever be Hillary",-1,Trust,Annotator_80
Women,@user Yup. The women in the womb are as precious as those who are outside of it. #ProLifeYouth #AllLivesMatter,3,Competence,Annotator_81
Donald Trump,@WhiteHouse Ok bozo we see with our own eyes the peaceful nature of most of the protests . For those that aren't peaceful blame a small element of outsiders and NOT ANTIFASCISTS but Trump's friends the extreme right wing racists .,-2,Competence,Annotator_81
Women,Women are superior to men in every aspect #feminist,3,Competence,Annotator_81
Hillary Clinton,"Yes, do tell US, name one of her accomplishments",-1,Competence,Annotator_81
Women,"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like",-1,Competence,Annotator_81
Hillary Clinton,Great comments by @MittRomney about pathological liar #HillaryClinton .,-2,Competence,Annotator_81
Hillary Clinton,Free market capitalism is America's best friend because of constant pressure to innovate & use resources efficiently.,2,Competence,Annotator_81
Donald Trump,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump",2,Competence,Annotator_81
Religious people,Leaving Christianity enables you to love the people you once rejected. #freethinker #Christianity,1,Competence,Annotator_81
Donald Trump,"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",-2,Competence,Annotator_81
Women,"@user Women are not a demographic, we are at least 50% of the nation. So a woman is no more symbolic than a man",3,Competence,Annotator_81
Hillary Clinton,@FoxNews we just have to hang in there long enough that this idiot doesn't completely destroy the country,-3,Competence,Annotator_81
Women,"@user He's not concerned about women's health, it's all about control. Stay outta my lady parts, Mr. Patrick!",2,Competence,Annotator_81
Barack Obama,Obama give Americans OVERTIME Pay! Republicans give Americans Welfare Checks! #tcot #UniteBlue,2,Competence,Annotator_81
Donald Trump,"@realDonaldTrump you know that middle class is Latino's, right? You just shitted all over that working class you claim to need.",-2,Competence,Annotator_81
Donald Trump,& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,3,Competence,Annotator_81
Hillary Clinton,Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,2,Competence,Annotator_81
Hillary Clinton,@user @user #Programmed ppl are so damn STUCK ON BS! Clinton is free walking behind a rope! BARS ARE NEEDED! PLZ!,-2,Competence,Annotator_81
Donald Trump,I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV!,-2,Competence,Annotator_81
Hillary Clinton,@user That woman is so corrupt she can't even have a truthful thought.,-2,Competence,Annotator_81
Hillary Clinton,@user Right now I think we're all sending special thanks to Donald Trump.,-2,Competence,Annotator_81
Donald Trump,"For all those Trump supporters , 200 years 200 years , 200 years . \nIn 200 years , no government has ever had to call out the military on us soil in 200 years . \n\nIs this the guy you want for president . First time in 200 years .",-3,Competence,Annotator_81
Religious people,Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,-2,Competence,Annotator_81
Donald Trump,We need Obama out and @realDonaldTrump in the White House ASAP,1,Competence,Annotator_81
Hillary Clinton,@StateDept @AmbCathyRussell @user @HillaryClinton @HillaryforIA @BarackObama The whole #world is supporting you.,3,Competence,Annotator_81
Women,"Men and women should have equal rights, we are all human...",2,Competence,Annotator_81
Hillary Clinton,"You can't grow an economy from the bottom up. If she gets in, we're ALL in trouble",-3,Competence,Annotator_81
Donald Trump,@realDonaldTrump No more Bush or Hillary Clinton,2,Competence,Annotator_81
Religious people,"If we are unsure whether something is halal or haram, we should leave it - this will #safeguard our #deen #rule",-1,Competence,Annotator_81
Women,"Yea, let's make a woman suffer 18 years and raise a child with an unfit parent who hates it because of ""morality"".",-3,Competence,Annotator_81
Hillary Clinton,RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,3,Competence,Annotator_81
Donald Trump,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump",2,Competence,Annotator_81
Donald Trump,Sounds like that Trump guy is in big doodoo . But that's just my opinion .,-2,Competence,Annotator_81
Donald Trump,Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble,-2,Competence,Annotator_81
Hillary Clinton,@user Shocked she didn't burst into flames! #WakeUpAmerica #makeAmericaGreatAgain,-3,Competence,Annotator_81
Hillary Clinton,"Headed to Chester, SC for a big hillary canvass! Join me. Wylie park 11-3",2,Competence,Annotator_81
Hillary Clinton,"Dude, why can't Hillary run a fax machine?",-1,Competence,Annotator_81
Hillary Clinton,& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people  #Vote,2,Competence,Annotator_81
Women,Anti-choice laws are entirely men controlling women,1,Competence,Annotator_81
Hillary Clinton,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",1,Competence,Annotator_81
Hillary Clinton,Dad while watching the news:  Politics is just show business for ugly people #HowAboutNo,1,Competence,Annotator_81
Nonreligious people,Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,-3,Competence,Annotator_81
Hillary Clinton,@HillaryClinton You Flip/Flopped on the Gay marriage issue; must be more votes available with your current view?,-2,Competence,Annotator_81
Donald Trump,". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general.",-2,Competence,Annotator_81
Hillary Clinton,@HillaryClinton loving the new colorful profile pic! #loveit,1,Competence,Annotator_81
Donald Trump,You're combover looks like the cupacabra  Guillermo @jimmykimmel so funny,-1,Competence,Annotator_81
Donald Trump,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc,1,Competence,Annotator_81
Women,Seems like they tolerate Prince Andrew & his being pals with Jeffrey Epstein & Ghislaine Maxwell & hanging out at his Island with teenage girls . Hypocrites . Meghan was being bullied by a racist press .,-2,Competence,Annotator_81
Women,"With or without someone by my side, I'm gonna achieve all the goals I have set. #strongwomen #Goals",3,Competence,Annotator_81
Hillary Clinton,#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards,-3,Competence,Annotator_81
Donald Trump,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,1,Competence,Annotator_81
Hillary Clinton,"Can't #UniteBlue, RT LindaSuhler: Hillary:People Trust Me, Blames 'Constant Barrage of Attacks' By the Right #delusional #WakeUpA...",-3,Competence,Annotator_81
Women,I'm #SingleBecause MOST of you mortals are some high maintenance whiny ass little bitches! #EarthShatteringMicDrop #FSM,-2,Competence,Annotator_81
Hillary Clinton,"I've been called many things, quitter is not one of them -@HillaryClinton in Iowa City Public Library #HillaryforIA",2,Competence,Annotator_81
Hillary Clinton,"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED.",2,Competence,Annotator_81
Hillary Clinton,Hillary's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation,-1,Competence,Annotator_81
Hillary Clinton,#Hillary's still very weak among grassroots - as shown by how strong #BernieSanders got how fast on how little. @user,-1,Competence,Annotator_81
Donald Trump,@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,-2,Competence,Annotator_81
Donald Trump,"Donald Trump is a joke. His a simpleminded idiot, and I have nothing else to say about him. He can go FUCK him self.",-3,Competence,Annotator_81
Women,"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap",2,Competence,Annotator_81
Women,"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman.",1,Competence,Annotator_81
Women,"Your life, your body, your choice.  #womenshealth #womensrights",2,Competence,Annotator_81
Hillary Clinton,"Always aim high,work hard, & care deeply about what U believe in...when U stumble, keep faith. HILLARY CLINTON @user",3,Competence,Annotator_81
Donald Trump,"@user You're not wrong . I have a huge heart inherited from my mother . I care about EVERYONE I meet , except maybe Donald Trump",2,Competence,Annotator_81
Hillary Clinton,@user @user 2 years ago #Hillary never answered whether she used private email #Liberal media passed on reporting,-1,Competence,Annotator_81
Hillary Clinton,Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,-2,Competence,Annotator_81
Women,"@user @user The most fundamental right of them all, the right to life, is also a right of the unborn.",1,Competence,Annotator_81
Hillary Clinton,Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON!,-2,Competence,Annotator_81
Religious people,"@user @user If hell existed, Bush would be first in line, ""Christian"" or not. Morality transcends religion.",2,Competence,Annotator_81
Barack Obama,"Barack Obama meets David Attenborough, I'm so ready for this and I cannot wait! 89 year's old and always on form #legend",3,Competence,Annotator_81
Hillary Clinton,.@user @user Of course it was. She'll be handled every step of the way. They can't risk her unscripted.,-2,Competence,Annotator_81
Religious people,@user When r u going to get some balls & stand up against the insanity of god worship. #FuckReligion #FuckJesus,-3,Competence,Annotator_81
Donald Trump,@greggutfeld Greg .... I am scared ! For the first time ! I am 67 and I came through a lot .... in the 60’s .... but something is different this time . The hate for Trump is dangerous ! I am trying to stay strong but this is bad !,-2,Competence,Annotator_81
Hillary Clinton,"Hillary Clinton has amassed $329 million in her career (3 of her top 5 donors are Citigroup, Goldman & JP Morgan). #Bernie2016",1,Competence,Annotator_81
Hillary Clinton,Hilarity of the day: Hillary said she went 'above and beyond' in transparency. Really? What about the 30k deleted emails?,1,Competence,Annotator_81
Donald Trump,Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme,-2,Competence,Annotator_81
Hillary Clinton,@user @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,-1,Competence,Annotator_81
Hillary Clinton,Did you hear the answer Hillary gave to a reporter when they asked a question?!?   Neither have I.,-2,Competence,Annotator_81
Hillary Clinton,@HillaryClinton Awesome video!  Vote for Chelsea's mom.,1,Competence,Annotator_81
Donald Trump,"@user Remember , everything Trump says the opposite is true .",-3,Competence,Annotator_81
Nonreligious people,"@user @user If hell existed, Bush would be first in line, ""Christian"" or not. Morality transcends religion.",3,Competence,Annotator_81
Donald Trump,"Jimmy Fallon music playing. Thank you .... #DonaldTrump  ... for driving Latinos and Gays out to vote by the millions.  Love,",2,Competence,Annotator_81
Environmentalists,Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,-1,Competence,Annotator_81
Barack Obama,Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan,-2,Competence,Annotator_81
Donald Trump,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,2,Competence,Annotator_81
Hillary Clinton,"@user anytime a liberal throws around words like ""truth is"" or ""reality is"" you know they're about to LIE!",-2,Competence,Annotator_81
Donald Trump,Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain,3,Competence,Annotator_81
Women,Girls over 130 pounds shouldn't wear a bikini #womenintech,-1,Competence,Annotator_81
Donald Trump,@realDonaldTrump I feel the train is gaining steam.,1,Competence,Annotator_81
Hillary Clinton,Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,1,Competence,Annotator_81
Donald Trump,@user @user I do too 🤚 but on the other hand 🖐 is it Trump buying votes ?,1,Competence,Annotator_81
Hillary Clinton,@TheAtlantic cause  #Hillary Clinton is a LYING THEIVING CUNT,-2,Competence,Annotator_81
Donald Trump,"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident",-3,Competence,Annotator_81
Hillary Clinton,Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face,-2,Competence,Annotator_81
Women,@user @ProWomanChoice d real question is. do u even research d side effects of abortion and contraceptives? #KnowYourFacts,-1,Competence,Annotator_81
Donald Trump,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,-3,Competence,Annotator_81
Women,"If you wanna stay home and raise a family, that's cool. But that's your choice and nobody else's.",0,Competence,Annotator_81
Hillary Clinton,@HillaryClinton @user stand on the right side,2,Competence,Annotator_81
Women,@user @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,-2,Competence,Annotator_81
Hillary Clinton,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",1,Competence,Annotator_81
Donald Trump,Anyone else watching the debate and playing a drinking game ? Shots every time trump interrupts or says a lie ! \n\nRT if you’re playing 😏,-2,Competence,Annotator_81
Hillary Clinton,"@user in her #Emails @HillaryClinton said there were ""a couple of Facebooks"" on her :) #TotalIncompetence #RedNationRising",-1,Competence,Annotator_81
Donald Trump,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!",1,Competence,Annotator_81
Hillary Clinton,"I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport",-3,Competence,Annotator_81
Women,"@user So you've blown right past the whole ""women stopped dying after RvW"" thing. #prolifelie #hashtagitall",-2,Competence,Annotator_81
Hillary Clinton,@washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and,0,Competence,Annotator_81
Women,When women spend too much time out of the kitchen they get over opinionated and think they know everything #feminist,-2,Competence,Annotator_81
Women,@user @user The unborn also have rights #defendthe8th,1,Competence,Annotator_81
Hillary Clinton,"Hillary has flipped yet again, and is now pro-sanctuary cities.",-2,Competence,Annotator_81
Environmentalists,"Today Europe is breaking heat records, while Asia is breaking the lowest temperature records!! Should we not be concerned?!",0,Competence,Annotator_81
Hillary Clinton,I wish #OliviaPope could run @HillaryClinton 's campaign... #Scandal #livisreal,2,Competence,Annotator_81
Hillary Clinton,@FoxNews #HappeningNow optics problem? No the real Hillary Clinton has stood up #ClintonCash #IaVotes,2,Competence,Annotator_81
Women,Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism #wtf,-1,Competence,Annotator_81
Religious people,Do #Catholics follow #God's word or this #Pope's ramblings?,-1,Competence,Annotator_81
Hillary Clinton,#Obama administration lies again.. Knew of #HillaryEmails being private.. transparency????,-2,Competence,Annotator_81
Donald Trump,I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,-3,Competence,Annotator_81
Hillary Clinton,@user @user Hillaey Clinton can't help but lie...it's who she really is.,-2,Competence,Annotator_81
Women,"I HOPE YOU GET RAPED is apparently how misogynists say ""How dare you not bend to my will?""  #YesAllWomen",3,Competence,Annotator_81
Donald Trump,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,-2,Competence,Annotator_81
Women,It doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #MaryJaneLives,-1,Competence,Annotator_81
Religious people,RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,2,Competence,Annotator_81
Women,"I still cannot get over how much women are degraded in media, sports, and the business world simply because of who we are",-1,Competence,Annotator_81
Barack Obama,Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature,2,Competence,Annotator_81
Barack Obama,"@Reince Facts confirm what we knew. Used server to prevent e-mails from becoming public records. Like Obama, no transparency.",-2,Competence,Annotator_81
Women,@user I am in favor of women's rights and their right to choose. How I chose is irrelevant to others,2,Competence,Annotator_81
Religious people,Evidence-based thought has its feet planted on the ground.  Superstition-based thought does not.  #freethinker,2,Competence,Annotator_81
Hillary Clinton,@theblaze  Heaven forbid anyone invade the space of the Queen of Lies. -_-,2,Competence,Annotator_81
Hillary Clinton,"I've been doing my reading and I do have to to say, I'm wildly impressed by Hillary Clinton",2,Competence,Annotator_81
Donald Trump,"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands.",-3,Competence,Annotator_81
Women,"#rally4life Motherhood is for some much-wanted,for others it is not.It should be by choice, not by force. Respect women's choices",2,Competence,Annotator_81
Barack Obama,"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",-2,Competence,Annotator_81
Barack Obama,"I guarantee Hillary could care less about black rights.  If Obama did, blacks wouldn't be in the same predicament still.",-2,Competence,Annotator_81
Hillary Clinton,My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton,3,Competence,Annotator_81
Hillary Clinton,@user @user #Stephens begged for his life & @HillaryClinton @user is begging for ur vote #NotAChanceInHell,-2,Competence,Annotator_81
Hillary Clinton,Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her. #HillaryClinton,-1,Competence,Annotator_81
Hillary Clinton,@user @HRC Do you stand for #BillClinton assaulting teen girls too? #ReadyForHillary #HillaryClinton #Clinton2016,-3,Competence,Annotator_81
Donald Trump,"#Trump say he will donate his plasma , he very kind . He have donate his body fluids for many years and he always like to keep it secret",-2,Competence,Annotator_81
Donald Trump,@realDonaldTrump  WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain,2,Competence,Annotator_81
Women,"If @Pontifex thinks it""s scandalous women make less than men for the same work, why are there no women priests #Catholic #Vatican",-1,Competence,Annotator_82
Hillary Clinton,@HillaryClinton  A Rainbow logo? Did u know only 4% of the US is gay? (2010 Census). #WhyImNotVotingForHillary,-1,Competence,Annotator_82
Hillary Clinton,"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",-1,Competence,Annotator_82
Hillary Clinton,@WashTimes @user Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill,-1,Competence,Annotator_82
Hillary Clinton,Hillary Clinton is a devious & deceitful career politician. She is the Richard Nixon of our time.,3,Competence,Annotator_82
Donald Trump,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there,-1,Competence,Annotator_82
Religious people,"When it comes to scientific discoveries, the #religious call them bullshit until their texts already knew it.",-3,Competence,Annotator_82
Donald Trump,"@realDonaldTrump Donnie , you're right . The world is watching POTUS have a childish temper tantrum , make a fool of himself , & embarrass the USA while he's at it\nIt's actually almost amusing to watch\nFrom a safe distance , of course !! ( At least 2 m)\nGo golf , before you break something else 🤦‍♂️",-3,Competence,Annotator_82
Hillary Clinton,#HillaryonCNN   The wicked person flees when no one is chasing them - Proverbs,1,Competence,Annotator_82
Hillary Clinton,@HillaryClinton I'd ask #HillaryClinton to stop lying about #Benghazi & #ClintonFoundation ties to #terrorist #muslim #ISIS.,2,Competence,Annotator_82
Hillary Clinton,@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,2,Competence,Annotator_82
Barack Obama,5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot,2,Competence,Annotator_82
Hillary Clinton,@HillaryClinton Will #pervert #BillClinton be there if winner is teen girl? #HillaryClinton #Democrats #liberals #tlot #GOP,-1,Competence,Annotator_82
Women,I wonder what would happen if riots started breaking out across the globe because of how poorly women are treated by some men.,0,Competence,Annotator_82
Religious people,@user I like how Jesus is reduced to appearing on toast and photoshopped images and they still praise it.,-3,Competence,Annotator_82
Hillary Clinton,@user Hillary's brand of  experience we do not need!,2,Competence,Annotator_82
Hillary Clinton,"@user big banker buds need to ratchet up their ""Hillary cares about the little people"" propaganda",-1,Competence,Annotator_82
Hillary Clinton,Where's the campaign store is the real question? I am ready to buy some Hillary gear,0,Competence,Annotator_82
Religious people,RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,-2,Competence,Annotator_82
Women,RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,0,Competence,Annotator_82
Hillary Clinton,Fabulous @HillaryClinton ! You hit on every subject and I am proud of you ending on a note of kindness. #HillaryInNH,3,Competence,Annotator_82
Hillary Clinton,@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,-3,Competence,Annotator_82
Donald Trump,@user political correctness is killing the country! The Don is telling the truth!,2,Competence,Annotator_82
Hillary Clinton,"@user @DrMartyFox I'm on team ""Anyone other than Hillary",-3,Competence,Annotator_82
Barack Obama,"@user not to worry, our real enemy is #Obama",2,Competence,Annotator_82
Women,"when they say men look at women like a piece of meat what do they even mean, they want to cook & eat her? #YesAllWomen",0,Competence,Annotator_82
Nonreligious people,MillennialAscension is to break away from religious ideologies that keep you trapped believing your religion is the all and mighty powerful . We must evolve and move past religion before it destroys us all . I am an atheist . I do not believe in any god or any religion .,3,Competence,Annotator_82
Women,Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,0,Competence,Annotator_82
Women,What the fuck do women even do? I mean seriously they're just useless other than sex.  #womensrights #Feminist,-3,Competence,Annotator_82
Donald Trump,"Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking",2,Competence,Annotator_82
Donald Trump,@user @user Right-wing idiots in the US are capable of anything. Including voting for extreme racist,-2,Competence,Annotator_82
Donald Trump,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,2,Competence,Annotator_82
Religious people,"There are two kinds of people on earth - they, who believe in Magic & Miracles & Myth (Oh my!) & we, who are Rational. Regards, an",-3,Competence,Annotator_82
Women,There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th,-2,Competence,Annotator_82
Hillary Clinton,Laughing at the Republican Party. The BEST they can offer is #DonaldTrump and #JebBush?   #HillaryClinton has got this!,3,Competence,Annotator_82
Nonreligious people,"atheism involves what a person does or does not believe, agnosticism involves what a person does or does not know.  #Waterford",0,Competence,Annotator_82
Barack Obama,"I hate Hillary Clinton and Obama, please go die together  thrown into the ocean get ripped into prices by sharks.",0,Competence,Annotator_82
