Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots,Hillary Clinton,Competence,-1,-2,-1,-1,-1,,
Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots,Hillary Clinton,Sociability,-1,0,-1,-3,0,,
Obama:  climate change or bush?  Who to blame...?  Hillary:  right wing conspiracy in Baltimore. #BalitmoreRiots,Hillary Clinton,Trust,0,-3,0,-1,-2,,
Oh my if Hillary Clinton wins the U.S is going to fall apart,Hillary Clinton,Competence,-3,-3,-3,-1,-2,-1,
Oh my if Hillary Clinton wins the U.S is going to fall apart,Hillary Clinton,Sociability,-3,-3,-2,3,-1,-2,
Oh my if Hillary Clinton wins the U.S is going to fall apart,Hillary Clinton,Trust,-3,-3,-3,-1,-3,,
"Old, insecure females forcing hatred of men on a younger generation of women",Women,Competence,-1,-1,1,0,-2,,
"Old, insecure females forcing hatred of men on a younger generation of women",Women,Sociability,-1,-3,-3,2,-2,,
"Old, insecure females forcing hatred of men on a younger generation of women",Women,Trust,-2,-2,-3,-3,-3,-3,
"On a terrible day elsewhere, President Obama's beautiful, inspiring words on gay marriage are so welcome #equality #hope",Barack Obama,Competence,1,2,2,1,1,,
"On a terrible day elsewhere, President Obama's beautiful, inspiring words on gay marriage are so welcome #equality #hope",Barack Obama,Sociability,3,1,2,3,2,3,
"On a terrible day elsewhere, President Obama's beautiful, inspiring words on gay marriage are so welcome #equality #hope",Barack Obama,Trust,3,2,0,2,3,,
One day...I'm gonna get this thing right with the right one #AlwaysOptimistic,Women,Competence,0,-3,0,0,,,
One day...I'm gonna get this thing right with the right one #AlwaysOptimistic,Women,Sociability,0,3,1,1,0,,
One day...I'm gonna get this thing right with the right one #AlwaysOptimistic,Women,Trust,1,0,1,0,1,,
"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,Competence,0,0,-3,0,3,-2,
"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,Sociability,-1,-3,-3,-3,-2,-1,
"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",Hillary Clinton,Trust,-3,0,-3,-3,-3,,
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump",Donald Trump,Competence,0,1,0,-2,3,,
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump",Donald Trump,Sociability,0,0,-2,-1,-2,,
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump",Donald Trump,Trust,0,-2,1,0,-2,,
"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to",Hillary Clinton,Competence,-3,-1,-1,-3,0,,
"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to",Hillary Clinton,Sociability,-1,-1,-3,-2,0,,
"One wonders, if your Government ignores the law, the rest of us can too right?  Just say no to",Hillary Clinton,Trust,-1,0,0,-2,-3,,
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,Competence,-2,-3,-1,-2,2,,
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,Sociability,-1,-3,-1,0,0,,
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,Trust,-3,0,0,-3,-3,,
Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,Competence,-1,-2,0,-3,-2,,
Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,Sociability,-1,-3,-3,0,-2,,
Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,Trust,-2,0,-3,-3,1,,
"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,Competence,2,3,-3,3,3,,
"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,Sociability,1,1,2,-2,-1,,
"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,Trust,1,3,1,0,0,,
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT,Hillary Clinton,Competence,0,-2,-1,-1,3,,
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT,Hillary Clinton,Sociability,-1,-3,-3,-3,0,,
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT,Hillary Clinton,Trust,-2,0,-1,0,-2,,
Pain and setbacks are a part of life. Stay in faith. Don't put a question mark where #God put a period.,Nonreligious people,Competence,-1,-1,0,-2,-2,1,
Pain and setbacks are a part of life. Stay in faith. Don't put a question mark where #God put a period.,Nonreligious people,Sociability,-1,-1,-1,-2,1,,
Pain and setbacks are a part of life. Stay in faith. Don't put a question mark where #God put a period.,Nonreligious people,Trust,-1,2,0,0,1,,
Patriotism and Humanism are impossible for someone who takes #Islam too seriously.,Religious people,Competence,0,-2,-3,-3,-2,,
Patriotism and Humanism are impossible for someone who takes #Islam too seriously.,Religious people,Sociability,0,-2,-1,-1,-1,-1,
Patriotism and Humanism are impossible for someone who takes #Islam too seriously.,Religious people,Trust,-3,-2,-2,-2,-2,,
"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",Barack Obama,Competence,0,2,1,-2,0,,
"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",Barack Obama,Sociability,-1,-2,-2,0,0,,
"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",Barack Obama,Trust,0,-1,-2,-2,-3,0,
People need to wake up & realize what's happening to our earth  #hello,Environmentalists,Competence,2,-2,1,1,2,,
People need to wake up & realize what's happening to our earth  #hello,Environmentalists,Sociability,3,0,0,0,-2,,
People need to wake up & realize what's happening to our earth  #hello,Environmentalists,Trust,3,3,0,3,3,,
People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,Competence,2,1,2,2,0,0,-1
People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,Sociability,0,-2,0,-1,-1,,
People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,Trust,-3,-3,-2,-2,-3,,
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,Competence,2,-3,2,1,3,,
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,Sociability,1,1,-1,0,0,,
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,Trust,3,0,0,0,3,,
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,Competence,3,3,3,0,3,,
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,Sociability,3,2,3,2,3,1,
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,Trust,1,3,3,2,3,,
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness",Women,Competence,2,1,0,1,,,
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness",Women,Sociability,0,-1,-1,0,3,,
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness",Women,Trust,0,0,0,3,-1,,
"Phew! Thank goodness we've come to our senses and worship a carpenter who lived 2,000 years ago. - Bart Simpson #jokes",Religious people,Competence,-2,1,-1,-1,-3,,
"Phew! Thank goodness we've come to our senses and worship a carpenter who lived 2,000 years ago. - Bart Simpson #jokes",Religious people,Sociability,-2,-2,-3,-2,3,,
"Phew! Thank goodness we've come to our senses and worship a carpenter who lived 2,000 years ago. - Bart Simpson #jokes",Religious people,Trust,0,-2,0,-3,0,,
Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,Women,Competence,-1,1,0,0,0,,
Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,Women,Sociability,0,0,0,1,-1,,
Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,Women,Trust,0,0,1,0,-1,,
"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,Competence,-1,-2,-2,-2,-2,,
"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,Sociability,-2,-3,-3,1,-3,,
"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,Trust,-3,-2,-2,0,-3,,
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,Competence,2,-3,1,2,3,,
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,Sociability,3,-2,-2,2,1,,
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,Trust,3,3,3,3,3,,
"Politics, Religion, Race; we are so busy killing & hurting each other, Earth dries up & we will all die anyway. #drought",Environmentalists,Competence,-2,0,3,0,1,-1,0
"Politics, Religion, Race; we are so busy killing & hurting each other, Earth dries up & we will all die anyway. #drought",Environmentalists,Sociability,1,0,1,0,2,,
"Politics, Religion, Race; we are so busy killing & hurting each other, Earth dries up & we will all die anyway. #drought",Environmentalists,Trust,0,3,1,1,2,,
"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,Competence,-2,1,-2,-1,,,
"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,Sociability,-1,0,-1,-1,-1,,
"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,Trust,-1,-2,0,-2,0,,
Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women,Women,Competence,2,1,0,2,-2,,
Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women,Women,Sociability,0,3,2,1,2,,
Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women,Women,Trust,3,0,2,0,0,,
Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,Environmentalists,Competence,-2,1,-1,-1,-2,,
Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,Environmentalists,Sociability,-1,0,-1,0,0,,
Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,Environmentalists,Trust,0,0,2,0,-2,,
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,Hillary Clinton,Competence,3,2,3,2,3,3,2
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,Hillary Clinton,Sociability,2,2,2,3,2,,
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,Hillary Clinton,Trust,0,2,1,1,3,,
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights,Women,Competence,-2,-1,0,0,0,,
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights,Women,Sociability,3,1,3,3,3,-2,
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights,Women,Trust,0,2,3,2,-2,,
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,Women,Competence,1,0,0,0,-1,-1,
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,Women,Sociability,-1,-1,-1,2,0,,
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,Women,Trust,1,2,-2,0,-1,,
Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,Women,Competence,-1,0,0,0,-3,2,
Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,Women,Sociability,2,-2,-1,2,2,,
Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,Women,Trust,2,2,2,0,-3,,
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,Competence,0,0,-1,-3,-1,,
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,Sociability,0,-2,-3,-3,-2,,
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,Trust,-1,0,-3,-3,-3,,
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,Competence,3,3,1,3,2,,
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,Sociability,1,3,2,2,2,,
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,Trust,3,2,2,2,0,,
"Put into perspective: Est 32,000 rape-caused pregnancies/yr = 22x less than est 730,000 abortions/yr. #StrawMan #WarOnWomen",Women,Competence,-2,-3,-1,0,,,
"Put into perspective: Est 32,000 rape-caused pregnancies/yr = 22x less than est 730,000 abortions/yr. #StrawMan #WarOnWomen",Women,Sociability,-1,-1,0,2,-1,,
"Put into perspective: Est 32,000 rape-caused pregnancies/yr = 22x less than est 730,000 abortions/yr. #StrawMan #WarOnWomen",Women,Trust,1,0,-3,-1,-2,,
"QT @BarackObama ""I don't have much patience for anyone who denies that this challenge is real."" 1/2",Barack Obama,Competence,0,0,1,2,0,,
"QT @BarackObama ""I don't have much patience for anyone who denies that this challenge is real."" 1/2",Barack Obama,Sociability,-2,0,2,0,0,,
"QT @BarackObama ""I don't have much patience for anyone who denies that this challenge is real."" 1/2",Barack Obama,Trust,-2,1,0,2,-3,0,
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,Competence,1,2,0,1,3,,
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,Sociability,1,0,2,1,-3,,
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,Trust,0,3,1,2,0,,
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016,Donald Trump,Competence,-2,1,-2,1,-1,-2,0
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016,Donald Trump,Sociability,-3,-2,0,-2,-1,,
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016,Donald Trump,Trust,-3,-3,-2,-2,0,,
RT .@user  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note.,Hillary Clinton,Competence,-1,-1,0,-2,,,
RT .@user  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note.,Hillary Clinton,Sociability,-2,-3,0,-1,-1,,
RT .@user  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note.,Hillary Clinton,Trust,-3,-1,-1,-2,-3,,
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,Competence,3,2,2,3,2,2,
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,Sociability,2,1,2,2,3,2,
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,Trust,2,0,0,0,3,,
RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,Women,Competence,1,0,0,0,-1,0,
RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,Women,Sociability,-2,0,0,0,1,,
RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,Women,Trust,0,-2,-2,0,-2,,
"RT @user: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku",Hillary Clinton,Competence,2,2,2,3,3,,
"RT @user: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku",Hillary Clinton,Sociability,2,2,0,2,3,,
"RT @user: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku",Hillary Clinton,Trust,2,0,3,3,2,,
RT @user: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa,Women,Competence,-1,-2,0,2,,,
RT @user: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa,Women,Sociability,0,-1,0,0,-1,,
RT @user: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa,Women,Trust,2,0,2,0,2,,
"RT @user: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,Competence,3,2,2,3,3,,
"RT @user: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,Sociability,1,3,2,1,3,,
"RT @user: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,Trust,0,-3,2,1,1,,
RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,Competence,-2,-1,1,3,2,,
RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,Sociability,-1,-2,1,-2,-1,,
RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,Trust,3,0,-2,0,-2,-2,
RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,Religious people,Competence,0,-2,0,-2,-1,1,
RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,Religious people,Sociability,-1,0,-1,0,-1,,
RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,Religious people,Trust,-1,0,-2,-2,-2,,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Donald Trump,Competence,0,0,0,0,0,0,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Donald Trump,Sociability,0,0,0,0,2,,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Donald Trump,Trust,0,0,0,0,0,,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Hillary Clinton,Competence,0,0,0,0,0,0,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Hillary Clinton,Sociability,2,0,2,-1,1,,
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Hillary Clinton,Trust,0,-2,-2,0,-3,,
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,Competence,2,2,3,3,1,1,-1
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,Sociability,1,2,2,1,0,,
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,Trust,2,0,2,2,2,,
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Women,Competence,3,1,0,3,,,
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Women,Sociability,1,3,1,3,2,,
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Women,Trust,2,2,2,1,0,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Barack Obama,Competence,-2,-3,0,-2,-2,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Barack Obama,Sociability,-3,-2,-3,-1,2,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Barack Obama,Trust,-3,-3,-3,-2,-3,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Hillary Clinton,Competence,-1,3,-1,-2,-2,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Hillary Clinton,Sociability,2,-2,-3,-3,-1,,
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Hillary Clinton,Trust,-2,-3,-2,-2,-3,,
"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Women,Competence,3,2,1,2,3,3,
"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Women,Sociability,3,2,0,1,1,,
"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Women,Trust,3,2,1,0,3,,
RT @user: Follow if you stand against Hillary in 2016!,Hillary Clinton,Competence,-2,1,-3,0,,,
RT @user: Follow if you stand against Hillary in 2016!,Hillary Clinton,Sociability,-2,-2,0,-3,-1,,
RT @user: Follow if you stand against Hillary in 2016!,Hillary Clinton,Trust,-3,-2,-1,-2,-2,,
RT @user: Hillary for the win,Hillary Clinton,Competence,0,2,1,1,0,,
RT @user: Hillary for the win,Hillary Clinton,Sociability,2,1,3,1,1,,
RT @user: Hillary for the win,Hillary Clinton,Trust,2,2,2,1,2,,
RT @user: I think Donald would bring this country back to where we used to be,Donald Trump,Competence,1,3,3,1,3,3,2
RT @user: I think Donald would bring this country back to where we used to be,Donald Trump,Sociability,1,1,2,3,0,,
RT @user: I think Donald would bring this country back to where we used to be,Donald Trump,Trust,2,3,3,3,3,,
"RT @user: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,Competence,1,0,2,2,2,-1,-2
"RT @user: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,Sociability,-3,-2,-1,-3,-3,,
"RT @user: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,Trust,-3,-1,-1,0,-3,,
RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,Religious people,Competence,-2,0,3,2,-2,,
RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,Religious people,Sociability,-1,-1,-3,-2,0,,
RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,Religious people,Trust,-3,-1,-2,-2,0,,
RT @user: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,Competence,-3,-2,-3,-2,,,
RT @user: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,Sociability,-1,-1,-1,-3,1,,
RT @user: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,Trust,-3,-2,-2,-1,-3,,
RT @user: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights,Women,Competence,3,3,3,3,0,2,2
RT @user: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights,Women,Sociability,3,2,2,3,3,,
RT @user: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights,Women,Trust,2,2,2,2,2,,
RT @user: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  #freethinker,Religious people,Competence,0,1,-1,-2,-3,,
RT @user: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  #freethinker,Religious people,Sociability,-2,-2,-3,-1,-2,,
RT @user: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  #freethinker,Religious people,Trust,0,-3,-1,1,-3,-2,
RT @user: Superstition-based thoughts tend to be wasted thoughts.  #freethinker,Religious people,Competence,2,-2,-2,-3,-2,-1,-2
RT @user: Superstition-based thoughts tend to be wasted thoughts.  #freethinker,Religious people,Sociability,-2,-1,0,-2,-2,,
RT @user: Superstition-based thoughts tend to be wasted thoughts.  #freethinker,Religious people,Trust,-1,0,-2,-1,0,,
RT @user: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock...,Donald Trump,Competence,0,-2,0,-2,0,,
RT @user: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock...,Donald Trump,Sociability,-1,-2,-2,-1,-2,,
RT @user: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock...,Donald Trump,Trust,-2,-3,0,0,-3,,
RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,Women,Competence,2,0,1,0,2,3,
RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,Women,Sociability,2,0,1,2,-1,,
RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,Women,Trust,2,2,0,0,2,,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Hillary Clinton,Competence,3,-3,3,2,2,,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Hillary Clinton,Sociability,-3,1,-2,2,-3,-3,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Hillary Clinton,Trust,0,2,0,0,3,,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Women,Competence,2,2,0,2,2,,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Women,Sociability,-2,1,-2,-1,-3,-1,
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Women,Trust,0,-3,0,0,0,,
RT @user: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,Women,Competence,0,3,0,1,0,,
RT @user: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,Women,Sociability,0,0,0,-2,-1,,
RT @user: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,Women,Trust,3,0,2,0,1,,
RT @user:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,Competence,3,0,2,0,1,-1,1
RT @user:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,Sociability,-1,0,-2,-3,-1,,
RT @user:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,Trust,-1,-2,-3,-3,-2,,
Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Religious people,Competence,0,1,3,2,-1,2,0
Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Religious people,Sociability,-3,-3,-2,-2,1,,
Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Religious people,Trust,-3,0,-1,0,-2,,
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",Donald Trump,Competence,-3,-3,0,0,-2,,
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",Donald Trump,Sociability,-3,-2,-3,-3,-3,-2,
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",Donald Trump,Trust,-1,-3,-3,-3,-3,,
Religion and science both destroy ... so what does this lead too ? War !,Religious people,Competence,-3,3,-3,-2,-1,,
Religion and science both destroy ... so what does this lead too ? War !,Religious people,Sociability,-3,-2,0,-3,-1,-2,
Religion and science both destroy ... so what does this lead too ? War !,Religious people,Trust,-3,-1,-3,-3,-3,,
