Text,Target,Competence,Sociability,Trust
Only @theDemocrats want #crimigrants running amok in U.S. Cities.   #CancerIsProgressive,Hillary Clinton,-1,-1,-2
Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short,Donald Trump,-2,-2,-1
"Only in a SEXIST AS FUK world would we question the ""qualifications"" of a former SECRETARY OF STATE.",Hillary Clinton,2,0,1
Our Queen City is currently infested w/ out-of-state plate Priuses driven by millennials w/ Hillary bumper stickers. #MHT,Hillary Clinton,0,-2,-1
Pain and setbacks are a part of life. Stay in faith. Don't put a question mark where #God put a period.,Nonreligious people,-1,-1,0
Patriotism and Humanism are impossible for someone who takes #Islam too seriously.,Religious people,-2,-1,-2
"People go nuts on the #Onepercent, yet their fine with 0.0000023% of the population deciding their fate on #obamacare, #marriage,",Barack Obama,0,-1,-1
People need to wake up & realize what's happening to our earth  #hello,Environmentalists,1,0,2
People should and do trust me.  -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,1,-1,-3
People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites,Donald Trump,1,0,1
People: Donald Trump is a man who can lead this country into the future.,Donald Trump,2,2,2
"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness",Women,1,0,0
"Phew! Thank goodness we've come to our senses and worship a carpenter who lived 2,000 years ago. - Bart Simpson #jokes",Religious people,-1,-1,-1
Planned Parenthood lines its pockets while sacrificing women and children in need at the altar of abortion.,Women,0,0,0
"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,-2,-2,-2
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,1,0,3
"Politics, Religion, Race; we are so busy killing & hurting each other, Earth dries up & we will all die anyway. #drought",Environmentalists,0,1,1
"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,-1,-1,-1
Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women,Women,1,2,1
Population growth is only a problem because humans treat the earth like shit.  #govegan #environment,Environmentalists,-1,0,0
President Jimmy Carter:  There's no doubt Hillary will get the nomination. And when she does I'll be happy to support her,Hillary Clinton,3,2,1
Pro-Choice=Pro-Life. Anti-Choice=Anti-Life. Don't play righteous when you're advocating the endangerment of women. #womensrights,Women,-1,2,1
Pro-life laws only effect women so anti choicers are fine with these laws because the laws are only hurting are females,Women,0,0,0
Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,Women,0,1,1
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,-1,-2,-2
Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,2,2,2
"Put into perspective: Est 32,000 rape-caused pregnancies/yr = 22x less than est 730,000 abortions/yr. #StrawMan #WarOnWomen",Women,-1,0,-1
"QT @BarackObama ""I don't have much patience for anyone who denies that this challenge is real."" 1/2",Barack Obama,1,0,0
"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up",Donald Trump,1,0,1
ROFLMAO! 2012 @GOP couldnt kiss enough of #DonaldTrump ass! Now GOP cant run fast enough. #tcot #uniteblue #Bernie2016,Donald Trump,-1,-2,-2
RT .@user  .@HillaryClinton name change; it's no longer HRC it's now Hillary Uranium #Benghazi Clinton. Take note.,Hillary Clinton,-1,-1,-2
"RT @NicolaSturgeon: ""It's official: Hillary's running for president,"" says her campaign chief. Excellent!",Hillary Clinton,2,2,1
RT @user: #DebbieWashermanSchultz the woman has a voice the doctor has a voice. Who speaks for the baby? I'm just askin.,Women,0,0,-1
"RT @user: #Ready because one day girls will say: I want to be President, too.  #ReadyForHillary #haiku",Hillary Clinton,2,2,2
RT @user: ...anything that destroys God's gift of motherhood destroys His most precious gift to women #motherteresa,Women,0,0,1
"RT @user: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.",Donald Trump,3,2,0
RT @user: @user Republicans everywhere are looking for someone to lead. A leader not a liar.,Hillary Clinton,1,-1,0
RT @user: A belief in a cruel god makes a cruel man. ~ Thomas Paine  #Christianity #Islam #SacrilegeSu...,Religious people,-1,-1,-1
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Donald Trump,0,0,0
RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,Hillary Clinton,0,1,-1
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,2,1,2
RT @user: Because I want young American women to be able to be proud of the 1st woman president,Women,2,2,1
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Barack Obama,-2,-1,-3
"RT @user: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Hillary Clinton,-1,-1,-2
"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Women,2,1,2
RT @user: Follow if you stand against Hillary in 2016!,Hillary Clinton,-1,-2,-2
RT @user: Hillary for the win,Hillary Clinton,1,2,2
RT @user: I think Donald would bring this country back to where we used to be,Donald Trump,2,1,3
"RT @user: If Hillary IS elected, I have my transition team together to smoothly move me from a racist to a sexist.",Hillary Clinton,1,-2,-2
RT @user: Just say no to superstitious thought in general and religions in particular.  #freethinker,Religious people,0,-1,-2
RT @user: Let's not forget @realDonaldTrump lost money running a casino.,Donald Trump,-2,-1,-2
RT @user: Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights,Women,2,3,2
RT @user: Religions are perfectly happy to peddle an afterlife that doesn't actually exist.  #freethinker,Religious people,-1,-2,-1
RT @user: Superstition-based thoughts tend to be wasted thoughts.  #freethinker,Religious people,-1,-1,-1
RT @user: Thanks @GOP keep sending in the clowns! It makes this upcoming election very entertaining #latinos2016 #Rock...,Donald Trump,-1,-2,-2
RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,Women,1,1,1
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Hillary Clinton,1,-1,1
"RT @user: They should just make the GOP primaries a reality game show called ""Who Wants To Get Beat Up By A Girl?",Women,2,-1,-1
RT @user: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,Women,1,-1,1
RT @user:#HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,1,-1,-2
Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Religious people,1,-2,-1
"Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm",Donald Trump,-2,-3,-3
Religion and science both destroy ... so what does this lead too ? War !,Religious people,-1,-2,-3
"Religion causes an arrested social development, which stopped having any sense centuries ago",Religious people,-1,-2,-1
Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,Nonreligious people,0,0,1
"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing",Religious people,-1,-1,-1
Religious holidays should not be public. #RightsAndRecourse #Transformation,Religious people,0,-1,-1
Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,Religious people,0,-2,-1
Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker,Religious people,0,-1,-1
"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",Religious people,-3,-3,-3
"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Women,0,-1,-2
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation,Donald Trump,0,-1,-2
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Barack Obama,0,-2,-2
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Donald Trump,0,-1,-2
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Hillary Clinton,2,2,2
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Donald Trump,0,0,-1
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Hillary Clinton,-1,-1,-1
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Donald Trump,2,1,2
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,-1,-1,-3
Rhodham Hood: It takes a village to  community organize wealth redistribution Obama-style.,Barack Obama,1,0,1
"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,-1,-2,-3
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",Hillary Clinton,-1,-2,0
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Hillary Clinton,1,-2,-2
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Women,0,0,-1
Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,0,-1,-2
Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,3,3,3
Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin,Women,0,1,1
Secularism = The only sure way to prevent the nightmare of a religious boot stamping on the human face - forever. #Freedom =,Religious people,-1,-2,-2
Secularism. . .secularism. I'm just gonna say this one more time. Secularism. Learn it. #religiousfreedom #freedomfromreligion,Religious people,0,0,-1
Seems like they tolerate Prince Andrew & his being pals with Jeffrey Epstein & Ghislaine Maxwell & hanging out at his Island with teenage girls . Hypocrites . Meghan was being bullied by a racist press .,Women,0,-1,-1
Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,Hillary Clinton,0,1,2
Serious question for my atheist libertarians: How can rights exist without God? #ChristianLibertarian,Nonreligious people,-1,0,-1
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,-2,-2,-2
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,0,-2,-1
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish.",Hillary Clinton,2,2,2
Sir David Attenborough and @BarackObama  dissgussing the planet future. The room doesn't get any better than this.,Barack Obama,2,2,2
"Small steps eradicating bigotry: remove confederate flags, healthcare for all, legalize gay marriage.",Religious people,1,0,0
So #Christian s...  Without beaches what is your God going to make sand people out of?  #RisingSeaLevel,Religious people,-2,-2,-1
So @HillaryClinton received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?,Hillary Clinton,-1,-1,-2
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS,Barack Obama,0,0,-1
So Ariana Grande hates America & Americans? She's not alone #SCOTUS #HILLARY #OBAMA #DEMOCRATS #ACLU #NAACP #HAMAS #ISIS,Hillary Clinton,-1,-2,-1
So I'm guessing there won't be a #SlovenianFirstLady in #TheWhiteHouse!,Donald Trump,-1,-1,0
So anti-choice laws are telling these women they're incapable and shouldn't make decisions that involve their own body.,Women,0,0,0
So excited to hear @HillaryClinton speak here at @user in #Hanover #HillaryinNH @user,Hillary Clinton,2,2,2
So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig.,Women,-1,-2,-1
So now I'm sexist for saying that if a women can't deal with a bad joke she's going to suffer when it comes to adv maths,Women,-1,-2,-1
So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail,Hillary Clinton,0,-1,-2
So the Democrats fight like hell to win back the House and now are back to dividing their own party because better they than Trump ? What in the flying fuck do you think got you into this situation ? And they say the GOP hasn't learned their lesson ...,Donald Trump,0,0,0
"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? LOL. #losers",Hillary Clinton,0,0,1
So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense,Women,-1,-1,-1
"So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC",Donald Trump,-1,0,-1
Solidarity with all at the counter #rally4life - Ireland won't be equal until women have full control of our bodies #repealthe8th,Women,0,2,0
"Sorry, Hillary's new normal folk image doesn't take away from Behgnazi & her 0 foreign policy successes as Secretary of State.",Hillary Clinton,-2,-1,-1
Sounds like that Trump guy is in big doodoo . But that's just my opinion .,Donald Trump,0,-1,-1
"Spine, I would like for you to meet the Republican Party.",Donald Trump,-1,0,0
"Spitting on clergy.  Burning the American flag.  Shaming American ideology.  It's Obama's America, and @HillaryClinton loves it.",Barack Obama,0,-1,-3
"Spitting on clergy.  Burning the American flag.  Shaming American ideology.  It's Obama's America, and @HillaryClinton loves it.",Hillary Clinton,-1,-2,-2
Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,Hillary Clinton,3,3,3
Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme,Donald Trump,0,-1,-1
Strict gender roles in the context of a true marriage devoted to raising children will always be the ideal. No substitutes. #tcot,Women,0,-1,-1
Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica,Hillary Clinton,0,0,-2
THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!,Donald Trump,2,1,3
"THEYRE NOT ""THUGS""  YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots",Hillary Clinton,0,-1,-1
"Take away hatred from some people, and you have men without faith. ~Eric Hoffer",Nonreligious people,1,-1,0
"Take it easy Ed, #BernieSanders is a side show. Democrats are having some fun before getting back to reality in Nov 2016.",Hillary Clinton,0,0,0
Teaching similes : “ The cats attitude was as stubborn as Donald Trump ” #ShitMyKidsSay,Donald Trump,-1,-1,-1
Team USA  showed the world what American women are capable of! Is Hillary next? #WWC2015,Hillary Clinton,2,2,1
Team USA  showed the world what American women are capable of! Is Hillary next? #WWC2015,Women,2,2,2
"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools",Hillary Clinton,-1,-1,0
Technology has exposed more bad politicians than bad cops....Where Is Our Server Hillary? #CNN,Hillary Clinton,-1,0,0
Thank you @GreenpeaceNZ for getting out there yesterday and highlighting  one of the most important issues we are facing.,Environmentalists,2,2,3
Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.,Hillary Clinton,2,3,3
Thank you for your kind RTs and FAVs @user !!! #WakeUpAmerica #todosmarchamos #Cuba,Hillary Clinton,0,0,0
Thanks @Chefs4Hillary for amazing noms for canvassing #FITN,Hillary Clinton,1,1,0
"That nagging doubt you keep having about god? Gods not testing u, it's your intellect trying to tell you your beliefs are bullshit.",Religious people,-2,-2,-3
"That's true, as long as one works hard, has a record of accomplishment and deserves it. @HillaryClinton NOT",Hillary Clinton,-1,0,-2
"The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The ""Liar-in-Chief",Barack Obama,-2,-2,-3
"The #greatman @BarackObama met #greatman David Attenborough & change seems possible, attainable. Listen up! #Attenborobama",Barack Obama,1,3,2
The Climate Change people are disgusting assholes. Money transfer scheme for elite. May you rot.,Environmentalists,0,-2,-2
The Kool-Aid drinking leftanistas continue to close ranks with support for Madame Secretary. WTF? Hillary is a fraud full of lies.,Hillary Clinton,-1,-1,-3
"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",Donald Trump,2,1,2
The Office Cinderella: When a female is considered as not-giving-100%-to-work because she comes and leaves office on time. #women,Women,0,-1,-1
"The best of you are those who best treat their women. And I am the best of people to my women."" Prophet Mohammad (PBUH #islam",Women,0,2,1
The biggest dumps of bad info is b4 a holiday weekend. What comes out of WH and state dept today? #HillaryEmails  #LiarLiar,Hillary Clinton,-2,-1,-3
"The blacks cant admit that O is a failure. No, we dont need another affirmative action president #Obama #communism",Barack Obama,-2,-2,-3
The experience of most LGBT people shows them that organised religion is often nothing but structured bullying.,Religious people,0,-1,-2
The fact that @realDonaldTrump responded to some random person on Twitter just proved how much of a child he is . #FeedTheBaby,Donald Trump,-1,-1,-2
The facts are in. It is clear as our numbered days. Climate change is humanity's fault. And we are facing extinction.,Environmentalists,2,1,0
The far right wing is imploding and they can't understand why. Too funny. #SCOTUSMarriage #pot #healthcare,Religious people,0,-2,-1
"The framers of our Constitution meant we were to have freedom of religion, not freedom from religion. - Billy Graham #quote",Nonreligious people,-2,-1,0
The government has not been able to point to any improved health outcomes for women #law #macedonia #HRCtte,Women,-1,1,0
"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump",Donald Trump,-2,-1,-1
The more I read how NBC and Macy's are cutting ties with @realDonaldTrump the more I'm convinced he should be president.,Donald Trump,2,1,1
"The more you push me, the more I resist. Don't bother #strongwomen #women",Women,2,1,2
The most revealing part about Hillary's released emails is that they're pretty much as boring as mine. #nofriends,Hillary Clinton,0,0,0
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue,Donald Trump,0,0,-1
The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue,Hillary Clinton,2,2,3
"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans.",Donald Trump,2,1,3
"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016",Environmentalists,-1,-3,-1
"The only thing that I would pay money for is to hear Hillary Clinton say ""I QUIT and I'm GUILTY"" that would be worth millions.",Hillary Clinton,0,-2,-3
The only way I support Hillary was if Elizabeth Warren ran or Karl Marx was running #2016 #Clinton2016,Hillary Clinton,-1,-1,-2
"The owner of Univisin, donated as much as $25 million to the Clinton Foundation, his wife sits on its board #Univision #Trump",Hillary Clinton,1,0,-1
The press needs to get out of the way so the peasants can get a glimpse of her Highness. #morningjoe,Hillary Clinton,0,-2,-1
The recent comments of #HillaryClinton sounded like it was #Netanyahu speaking. Doesn't bode well.,Hillary Clinton,0,-1,-2
The ropes might keep people back now Hillary but You WILL answer to americans come debate time you coward. #tcot #RedNationRising,Hillary Clinton,-1,-1,-3
"The same ppl who think Paul spoke ""for God"" when denouncing gays also think the current Pope does not speak for God.",Religious people,-2,-1,-2
The sanctity of human life is not a woman's issue. #antifeminism,Women,-1,-2,0
"The world was made a better place today, even if it was on a small scale, it was a small step forward.",Nonreligious people,0,1,0
"There are two kinds of people on earth - they, who believe in Magic & Miracles & Myth (Oh my!) & we, who are Rational. Regards, an",Nonreligious people,1,-1,0
"There are two kinds of people on earth - they, who believe in Magic & Miracles & Myth (Oh my!) & we, who are Rational. Regards, an",Religious people,-2,-2,-1
There is nothing sadder than pro-life young women. I can't help but pity the fools. #repealthe8th,Women,-1,-2,-1
"There is one more basic cause [of the abuse of women], and that is that, in general, men don't give a damn. (Jimmy Carter)",Women,0,0,0
"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016",Donald Trump,1,2,1
There's a special place in hell for those who complain more about Hillary than the scum we're fighting. #Obama,Barack Obama,-1,0,0
There's a special place in hell for those who complain more about Hillary than the scum we're fighting. #Obama,Hillary Clinton,0,-1,1
There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights,Women,1,0,0
These noodles on my head are so hard to comb!,Donald Trump,-2,0,0
These pics of #pornstars with/without makeup? Just perpetuating the myth that women need makeup to be considered pretty.,Women,-1,0,1
Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit!,Donald Trump,0,-2,-1
This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare,Barack Obama,0,-1,-2
"This always infuriates me. If I was male would I be asked these questions? would I be stereotyped as a 'bitch', 'cold hearted' or",Women,-1,0,0
"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump",Donald Trump,1,1,2
This feminist supports gender equality because some people believe a woman's value lies in her physical beauty.,Women,2,1,0
"This is just the earth getting back at us for climate change , and you still refuse to recycle .",Environmentalists,0,0,0
This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,Hillary Clinton,3,1,1
This is the same reason it's sexist that we don't cover women's birth control. Any issue that primarily effects women is ignored,Women,0,1,0
This just in: Pop culture still hates women.,Women,0,-1,0
This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California,Hillary Clinton,1,1,2
Those who deny women who've been raped abortion are the same ppl who tell rape victims they asked for it. #rape,Women,0,0,1
Thou shalt not boil a kid in its mother's milkExodus23:19  Thank god I'm an atheist! #FUNDAMENTIA #BibleVerses #god #christianity,Religious people,-2,-2,-2
To men who make contact with women thinking they are owed a response #patriarchy,Women,0,0,2
"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen",Women,1,0,1
"Today Europe is breaking heat records, while Asia is breaking the lowest temperature records!! Should we not be concerned?!",Environmentalists,2,0,0
Too far @realDonaldTrump. That's just too fucking far. #BaltimoreUprising #Obama,Donald Trump,0,-2,-2
Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women,Hillary Clinton,1,2,1
Too many women in too many countries speak the same language  of silence. HILLARY CLINTON #HillaryCliton #Hillary4Women,Women,1,1,1
"True Christians follow Mathew, Mark, Luke and John. GOP-Tea Party anti-Christians follow Hannity Limbaugh, O'Reilly and Palin",Religious people,1,0,1
True community is being able to disagree and still love one another. #roadtolife,Nonreligious people,1,3,0
True community is being able to disagree and still love one another. #roadtolife,Religious people,1,2,1
Trump and his comb over are gonna take over America #IndependenceDay,Donald Trump,1,0,0
Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something.,Donald Trump,0,-1,-2
Trump got the smarts to win the hearts,Donald Trump,3,1,2
Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain,Donald Trump,2,0,3
"Trump is just trying to teach us a lesson about loss , really he doesn't care . There's no going back to good though , just rejection and sadness and apathy , it's all out there , he'll probably fap to the liberals who are having a good time , wishing it were him . Or he forgets all .",Donald Trump,-2,-2,0
Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,Donald Trump,1,2,3
Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously.,Donald Trump,-2,-2,-3
"Trump's inauguration speech (God Forbid)!!.....Me-me-me-me-China-me-me,""did i mention me yet!?..where's my hairspray China",Donald Trump,-2,-2,-2
Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,0,-1,-1
"Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking",Donald Trump,0,0,0
Trumps going to off the deep end when he sees this .,Donald Trump,-1,0,0
Two hands working can do more than a thousand clasped in prayer. - Madalyn Murray O'Hair,Religious people,-1,-2,-2
"U can be a #feminist w/o bein a bitch, u can also embrace ur sexuality w/o having loose morals #EmpowerAllBodies #empoweringwomen",Women,0,0,0
U know what isn't funny? Male politicians deciding what women should do with their body's.,Women,1,1,0
U.S. putting a women on $10 bill instead of $20... anyone else think it's a BS compromise? #TheNew10 #WomenOn20s #Feminist,Women,0,0,-1
"Under O & Kerry's deal, if the ayatollahs want to keep their nuclear toys  they can keep their nuclear toys! PERIOD!",Barack Obama,-1,0,-1
Unfounded data/support for such drastic claims to be made against Mexico & all its ppl sorry guys I guess I rape & sell drugs,Donald Trump,0,-2,-2
"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Barack Obama,-2,-1,0
"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",Donald Trump,2,0,2
"Use your brain, keep Hillary out of the White House.Clinton2016",Hillary Clinton,-1,-1,-2
Very simple: the Clinton's are corrupt.,Hillary Clinton,-1,-2,-2
Volunteer with  your local campaign this weekend! Help build Team Hillary - march w/ us in Bethesda! @user #MD,Hillary Clinton,1,0,2
Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Donald Trump,1,1,1
Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Hillary Clinton,0,0,-1
Vow today to fight the #FirstFamilyOfCorruption .@billclinton  .@hillaryclinton & keep her out of office #independents #tcot,Hillary Clinton,-1,-2,-3
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE",Donald Trump,1,1,0
"WHAT IS ""THE THREAD OF VIOLIN EXTREMISM?"" #OBAMA #ISIS #ISIL #tcot #Elocution",Barack Obama,-1,-2,-1
Walking through my neighborhood i saw 5 different fathers taking care of the toddler with no woman nearby  #househusband,Women,-1,0,0
Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist,Women,0,-2,-3
Was asked by @HillaryClinton to help with her campaign. Gladly (excitedly) accepted!,Hillary Clinton,2,2,3
"Wasn't the original #ScoobyVan also full of unemployed hippies & a stupid dog, who lived to meddle in other people's business?",Hillary Clinton,-1,-1,-1
Watching #missrepresentation .. We must change our world. #womenrule #change #beauty,Women,2,1,3
Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform.,Donald Trump,-2,-2,-3
"We are 51% of the population and only 17% of Congress. The #WarOnWomen is absolutely a real thing. Wake up, America.",Women,0,1,3
"We are not ""killing the Earth"". The Earth has been through worse and will be fine after all humans suffocate, drown or starve",Environmentalists,0,-1,-1
"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail",Donald Trump,-3,-2,-2
We are people who believe every child is entitled to life and liberty.... -@BarackObama  Yet abortion is still legal.,Barack Obama,-1,0,-2
We can't expect change if we continue to vote for the same people. You have to take a chance 4yrs is not that long #Bernie2016,Hillary Clinton,1,-1,0
We cannot succeed when half of us are held back. Malala Yousafzai #SmartGlamour #feminist #yesallwomen #equality,Women,1,1,1
"We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH",Donald Trump,-2,-2,-1
We live in a world where you're either a bitch or a doormat,Women,-2,-1,-1
We must provide demonstrated sexual training as a preparation for marriage. From THE COMING WOMAN #sexed #marriage #books,Women,-1,-1,-1
We need Obama out and @realDonaldTrump in the White House ASAP,Barack Obama,-2,-1,-2
We need Obama out and @realDonaldTrump in the White House ASAP,Donald Trump,1,1,2
"We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct.  #thanks",Donald Trump,2,1,1
We need someine to bring this country back to life! @realDonaldTrump resuscitate America!,Donald Trump,2,1,2
We're growing vegetables at home. Tell your friends and followers what you're doing for climate! #myChangeForClimate,Environmentalists,2,2,2
Well Strung is what should happed the next time these Hillary-loving ass douches encounter some trees. #RedEye,Hillary Clinton,-1,-1,-1
"Well maybe if more men learned to take ""no"" as an answer, women wouldn't have to say as much #fnm231",Women,1,1,2
Well that's a win for women in Texas. Thank you SCOTUS! #texas,Women,1,1,0
"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands.",Donald Trump,-1,-2,-3
"What a great 7 days to be an American, especially a Texan. #SCOTUS  #LoveWins #Obamacare",Barack Obama,1,2,2
"What a great accomplishment #marriageequality , too bad it still sucks to be black or a woman in America. #racism #truthbomb",Women,0,-1,0
"What are you afraid of @HillaryClinton? If you can't answer questions from the press, why do we want you as POTUS",Hillary Clinton,-1,-2,-2
